Date,Monthly_Inflation
1982-02-28,0.007390260430605089
1982-03-31,-0.06807224072037665
1982-04-30,0.021449399670215863
1982-05-31,-0.0031031297528529844
1982-06-30,-0.01929863611718019
1982-07-31,-0.11137904444211699
1982-08-31,-0.07101825367351067
1982-09-30,-0.18413288812435757
1982-10-31,-0.0001036367482258882
1982-11-30,-0.11279834535078037
1982-12-31,-0.19906140049786658
1983-01-31,0.041425771176455184
1983-02-28,-0.015456942674771046
1983-03-31,0.05282462648652997
1983-04-30,-0.08691304792001298
1983-05-31,-0.21549881399314963
1983-06-30,-0.21392649931254304
1983-07-31,-0.08214750488636069
1983-08-31,-0.03251692584604837
1983-09-30,0.17253690336920258
1983-10-31,0.05525448106118014
1983-11-30,0.23228795881290565
1983-12-31,0.2742581093616048
1984-01-31,0.0034616304861396774
1984-02-29,0.008552994103774081
1984-03-31,0.028737777468126113
1984-04-30,-0.0014328878176278481
1984-05-31,0.013338222260067756
1984-06-30,0.01684758559462507
1984-07-31,0.02273521733856887
1984-08-31,0.027924407594333456
1984-09-30,0.020832134640120792
1984-10-31,-0.00706265643795112
1984-11-30,-0.026509428494934317
1984-12-31,0.01685529649435047
1985-01-31,-0.0636457610503729
1985-02-28,0.030901564653132763
1985-03-31,0.018576361230735472
1985-04-30,-0.04192104867977853
1985-05-31,0.05932313749520879
1985-06-30,0.0036543299523441597
1985-07-31,-0.02144006377286256
1985-08-31,-0.0006099680877483804
1985-09-30,-0.03228102735746319
1985-10-31,0.022022081485674416
1985-11-30,0.05269894288602228
1985-12-31,-0.023168607720857826
1986-01-31,0.05294208641150355
1986-02-28,-0.032512597597574744
1986-03-31,0.020202681602230266
1986-04-30,0.026895331915619325
1986-05-31,-0.06127977167104304
1986-06-30,0.00044352797311364434
1986-07-31,-0.01322046683813205
1986-08-31,-0.027612864547873928
1986-09-30,0.0257165685183538
1986-10-31,-0.013307044045572924
1986-11-30,-0.06278796891807803
1986-12-31,0.01743281970341415
1987-01-31,-0.03497394391753672
1987-02-28,-0.008988713023151296
1987-03-31,-0.039470908371781466
1987-04-30,0.022260403078288915
1987-05-31,0.013339251504826066
1987-06-30,-0.05452696515933231
1987-07-31,-0.0022011335272728028
1987-08-31,0.027348990123339023
1987-09-30,0.0030002304808303126
1987-10-31,0.011855892998345219
1987-11-30,-0.0062809454142929155
1987-12-31,-0.008745988757447365
1988-01-31,0.018986366254483356
1988-02-29,0.0005475346205157106
1988-03-31,0.014925490715732348
1988-04-30,-0.014628153242165043
1988-05-31,0.01295219371222256
1988-06-30,0.05424869019597467
1988-07-31,0.005938519992384483
1988-08-31,-0.005661381211288785
1988-09-30,0.010043150576417359
1988-10-31,-0.02400090689307155
1988-11-30,0.029300990852493047
1988-12-31,0.009937298640294356
1989-01-31,-0.008733385183744335
1989-02-28,0.007441075573753286
1989-03-31,-0.0069233868820901545
1989-04-30,-0.027771664674376306
1989-05-31,0.026904898647049924
1989-06-30,0.0004976547384401009
1989-07-31,0.03133741025615633
1989-08-31,-0.008103881283279435
1989-09-30,-0.03795878167011757
1989-10-31,0.028489350807495928
1989-11-30,-0.001116933251688379
1989-12-31,0.006552810629756323
1990-01-31,0.01592499923440771
1990-02-28,0.0023748754086223567
1990-03-31,0.05571168687275785
1990-04-30,0.016461563628296316
1990-05-31,-0.020893165012596193
1990-06-30,0.03947663952180136
1990-07-31,0.027167472064853593
1990-08-31,0.057945923957847256
1990-09-30,0.016121516552369153
1990-10-31,-0.022233750050907997
1990-11-30,-0.01990132780005338
1990-12-31,-0.005633557710996051
1991-01-31,0.029056035317356343
1991-02-28,0.008093902056405478
1991-03-31,-0.06619762355726166
1991-04-30,-0.03619178764655895
1991-05-31,-0.010180612146260426
1991-06-30,-0.055106735044581634
1991-07-31,-0.044834665061941004
1991-08-31,-0.06795841171472516
1991-09-30,0.01149537869218098
1991-10-31,-0.034792282195385216
1991-11-30,0.014149147668179651
1991-12-31,-0.0006230130754265595
1992-01-31,-0.06778493441307543
1992-02-29,-0.04702101787976665
1992-03-31,0.029540685699258384
1992-04-30,0.02278623488694942
1992-05-31,-0.034435104477595346
1992-06-30,-0.016865778428132527
1992-07-31,-0.023527579187356373
1992-08-31,-0.03747248729185859
1992-09-30,-0.07686689648256229
1992-10-31,0.08559465378581188
1992-11-30,-0.001772554008831695
1992-12-31,-0.04166095865885222
1993-01-31,0.014430351990943668
1993-02-28,0.009465524703661465
1993-03-31,-0.06385035954204643
1993-04-30,0.02093602950975315
1993-05-31,0.03774673464507816
1993-06-30,0.010357481239181121
1993-07-31,-0.04110305199290176
1993-08-31,0.025183667995142045
1993-09-30,0.038067865225710706
1993-10-31,-0.059753841276532826
1993-11-30,0.0033695492744039157
1993-12-31,0.03265127254452338
1994-01-31,-0.04867329639218543
1994-02-28,0.011896725252168006
1994-03-31,0.045150513379178525
1994-04-30,-0.06043256978336675
1994-05-31,-0.038416633149296775
1994-06-30,-0.009547071159656029
1994-07-31,0.012251911091082812
1994-08-31,0.02252215162258464
1994-09-30,-0.015856357893774264
1994-10-31,-0.027661206019450546
1994-11-30,-0.011371398440100378
1994-12-31,-0.072511234287858
1995-01-31,0.08366662957861526
1995-02-28,-0.006392949772493162
1995-03-31,0.013885935918541925
1995-04-30,0.04394768921197656
1995-05-31,0.014700487403327411
1995-06-30,-0.006858129693910087
1995-07-31,0.016404815604946554
1995-08-31,-0.043935673416495846
1995-09-30,0.03506840154392399
1995-10-31,0.03354077665484523
1995-11-30,-0.024293473007945265
1995-12-31,-3.880607308259787e-05
1996-01-31,-0.0304022505854894
1996-02-29,-0.00522991224347491
1996-03-31,-0.03847782668709476
1996-04-30,-0.04138549789520296
1996-05-31,0.014308583704425226
1996-06-30,0.0013165078318637669
1996-07-31,0.011677399039322411
1996-08-31,-0.0012788159771683905
1996-09-30,-0.006610433109114355
1996-10-31,-0.0389633941329105
1996-11-30,0.012449664165792518
1996-12-31,0.02551060313050324
1997-01-31,-0.047116144764526746
1997-02-28,-0.03775225760654344
1997-03-31,0.018606182344757194
1997-04-30,0.01972680539701499
1997-05-31,-0.01398775155915688
1997-06-30,-0.014548638169336603
1997-07-31,-0.02694283181821555
1997-08-31,-0.035813924450874945
1997-09-30,-0.04102487509289843
1997-10-31,0.02911675964063476
1997-11-30,-0.02685092855839699
1997-12-31,0.02862566610743711
1998-01-31,0.019699295545182016
1998-02-28,0.006873664160939041
1998-03-31,-0.007151370298990933
1998-04-30,-0.011902244966890962
1998-05-31,-0.011045574244335277
1998-06-30,-0.00426125665671806
1998-07-31,0.0012043175950613438
1998-08-31,0.01177189253477473
1998-09-30,-0.01509659288357712
1998-10-31,-0.02280519424755112
1998-11-30,-0.004526382247417415
1998-12-31,-0.033982931045209
1999-01-31,-0.022440923725799644
1999-02-28,-0.028064936830603182
1999-03-31,-0.033989225613647034
1999-04-30,-0.004878197029104414
1999-05-31,-0.03290858855147216
1999-06-30,-0.03857024368904183
1999-07-31,0.019746273905163703
1999-08-31,-0.007723300731735994
1999-09-30,-0.011501122520632956
1999-10-31,-0.010202120395258363
1999-11-30,0.04791180804246631
1999-12-31,0.009324333824839215
2000-01-31,0.07734444481347391
2000-02-29,0.01871190086657415
2000-03-31,0.043739106203249056
2000-04-30,-0.02981815223860651
2000-05-31,0.06201460295138839
2000-06-30,0.05582833427198053
2000-07-31,0.004248763275997103
2000-08-31,0.05965712853441052
2000-09-30,0.007744490259905312
2000-10-31,0.007890353120829863
2000-11-30,-0.01705376923711821
2000-12-31,0.035518762989326325
2001-01-31,-0.03150006611511291
2001-02-28,0.03518329889371685
2001-03-31,-0.005992465119463275
2001-04-30,0.0436296332809567
2001-05-31,-0.005532636798666668
2001-06-30,0.04118691871529356
2001-07-31,0.002247065333299769
2001-08-31,0.013685968406492721
2001-09-30,0.04214178803602886
2001-10-31,0.02812839911873022
2001-11-30,0.03384924395806488
2001-12-31,-0.010293728565721305
2002-01-31,-0.0020920519697351647
2002-02-28,-0.008440565650296161
2002-03-31,-0.01671355624878801
2002-04-30,-0.0007663299197343543
2002-05-31,-0.003950000894448857
2002-06-30,-0.06095943028829709
2002-07-31,0.006790898086554753
2002-08-31,-0.03588282768116979
2002-09-30,-0.03813296595208471
2002-10-31,-0.029542001833076426
2002-11-30,-0.03842851374475087
2002-12-31,-0.011386095494777093
2003-01-31,-0.005015822852812435
2003-02-28,-0.029709962604732132
2003-03-31,-0.02837380639704401
2003-04-30,-0.06435788915042562
2003-05-31,-0.04569747565161286
2003-06-30,-0.032879241662062686
2003-07-31,-0.01480304390906495
2003-08-31,-0.032730205361506504
2003-09-30,0.008826666703784625
2003-10-31,-0.010867810538602751
2003-11-30,-0.05799325887939666
2003-12-31,-0.02872174913966563
2004-01-31,-0.00912404771499864
2004-02-29,0.0447960907020315
2004-03-31,0.043889597119907586
2004-04-30,0.05704781462328756
2004-05-31,-0.00857295508707534
2004-06-30,0.06379800521580248
2004-07-31,-0.04884272899405384
2004-08-31,-0.0023618656698878304
2004-09-30,-0.007890487097891086
2004-10-31,-0.0011590917237177534
2004-11-30,0.02891627226618909
2004-12-31,0.004530043417093843
2005-01-31,0.0020171965134789804
2005-02-28,-0.012859293600758104
2005-03-31,-0.017766303694453978
2005-04-30,-0.0030451333703197525
2005-05-31,0.05308362573073211
2005-06-30,-0.06777954066504388
2005-07-31,0.046354463333771356
2005-08-31,-0.01560126164031539
2005-09-30,0.03088881444733338
2005-10-31,-0.0035658500228238355
2005-11-30,0.04602371304165542
2005-12-31,0.01572470082407129
2006-01-31,-0.0073997926141737835
2006-02-28,0.019683280868580733
2006-03-31,0.03305778162152451
2006-04-30,0.03880677919769315
2006-05-31,0.03854385879661648
2006-06-30,0.09029565873382084
2006-07-31,0.019774639815877126
2006-08-31,0.04231339831483161
2006-09-30,-0.003989874222840806
2006-10-31,0.024606383303804602
2006-11-30,-0.04404059929981052
2006-12-31,-0.008070667364477702
2007-01-31,0.006686350653101858
2007-02-28,0.005003293234300266
2007-03-31,-0.01666651863262225
2007-04-30,-0.04594456315841089
2007-05-31,-0.06196725912225498
2007-06-30,-0.054965415242381854
2007-07-31,-0.036766786918786654
2007-08-31,-0.026197847244826655
2007-09-30,0.006440806713175817
2007-10-31,0.00793089947769765
2007-11-30,0.062068473426140525
2007-12-31,0.023750410459450366
2008-01-31,0.013013955189434157
2008-02-29,-0.04729673417173308
2008-03-31,0.027203257163245453
2008-04-30,0.013594902692464661
2008-05-31,0.02477999490002758
2008-06-30,0.05044247439083471
2008-07-31,0.026099114123679046
2008-08-31,0.023338617055483013
2008-09-30,-0.002965497206050993
2008-10-31,-0.04864389547044912
2008-11-30,-0.04965825557548342
2008-12-31,-0.058548104660219424
2009-01-31,-0.030037020363686162
2009-02-28,0.0026005776870827724
2009-03-31,-0.041245275449643626
2009-04-30,-0.03190998403823919
2009-05-31,-0.03648395661875792
2009-06-30,-0.086089677480358
2009-07-31,-0.08077281583859608
2009-08-31,-0.08018219967207818
2009-09-30,-0.08776145430372662
2009-10-31,-0.058423579058749175
2009-11-30,-0.09782189527975715
2009-12-31,-0.03142991651543181
2010-01-31,-0.11223370173077296
2010-02-28,-0.10427379044794682
2010-03-31,-0.11746302985456059
2010-04-30,-0.06060427287924919
2010-05-31,-0.08754297439766812
2010-06-30,-0.019272988092807086
2010-07-31,-0.04362666573437679
2010-08-31,-0.07116905304415999
2010-09-30,-0.039425086215652994
2010-10-31,0.012752374905572239
2010-11-30,0.22454971811646107
2010-12-31,0.0090794817825528
2011-01-31,0.1483097673866589
2011-02-28,0.17173440704942777
2011-03-31,0.05559258169183279
2011-04-30,0.025698067411769276
2011-05-31,0.03782879380646875
2011-06-30,0.030150173675381753
2011-07-31,0.09620928165694198
2011-08-31,0.16426637714672454
2011-09-30,0.0424314023744099
2011-10-31,0.06641185235098135
2011-11-30,-0.0002233305226368998
2011-12-31,0.1142203969197475
2012-01-31,0.03338405674502387
2012-02-29,-0.04602690229876616
2012-03-31,0.05293391135272407
2012-04-30,0.0325028417669313
2012-05-31,-0.001639294897883059
2012-06-30,0.023180664682390217
2012-07-31,0.009626039616298376
2012-08-31,-0.039553121263236624
2012-09-30,0.02219320427254745
2012-10-31,-0.005735263171886995
2012-11-30,-0.004923578930671635
2012-12-31,-0.04032225375410847
2013-01-31,-0.01954889287641448
2013-02-28,0.03763332341046577
2013-03-31,-0.021812926631409768
2013-04-30,-0.07852839613090234
2013-05-31,-0.014080439693518687
2013-06-30,-0.016273605704423155
2013-07-31,-0.00467010948503932
2013-08-31,0.024902776720452824
2013-09-30,-0.012313357691533189
2013-10-31,-0.011390182739691945
2013-11-30,0.012998888947221454
2013-12-31,-0.00982832556744917
2014-01-31,-0.026935800356551964
2014-02-28,-0.01796981685496357
2014-03-31,0.018019745093348805
2014-04-30,0.11215216490204227
2014-05-31,0.05025067580776055
2014-06-30,0.0071472955810480965
2014-07-31,-0.02072362096098246
2014-08-31,-0.0663874272691618
2014-09-30,-0.004516040442732017
2014-10-31,0.02630180958583095
2014-11-30,-0.0011571535421840418
2014-12-31,-0.01896859010367924
2015-01-31,0.007719151184004458
2015-02-28,-0.0019470087762130106
2015-03-31,0.008663550174726087
2015-04-30,0.03221944445282099
2015-05-31,0.0013882193688496969
2015-06-30,0.02293683484224407
2015-07-31,0.012712170561649527
2015-08-31,0.018179983337049288
2015-09-30,0.04579046628560568
2015-10-31,0.02951507051243607
2015-11-30,0.025319290325122035
2015-12-31,0.017903429555776063
2016-01-31,0.009592627190925906
2016-02-29,0.03144161090407116
2016-03-31,-0.004743026010409546
2016-04-30,0.002064749858879722
2016-05-31,0.013529112003886956
2016-06-30,-0.0007986193123219465
2016-07-31,0.0023505741275355874
2016-08-31,0.057086262552755285
2016-09-30,-0.03370261605015856
2016-10-31,-0.046682050701787214
2016-11-30,0.006512491867378012
2016-12-31,0.02649208040772444
2017-01-31,0.025704312791698936
2017-02-28,0.004837203058068562
2017-03-31,-0.08555989981107603
2017-04-30,-0.08245717573687117
2017-05-31,-0.042957106409169166
2017-06-30,-0.008190653167784778
2017-07-31,0.004555845152157678
2017-08-31,-0.026611601494903048
2017-09-30,0.007858617178309713
2017-10-31,0.04123022692475797
2017-11-30,-0.035717615096751865
2017-12-31,0.008278395639971903
2018-01-31,0.019193873377209014
2018-02-28,-0.016091217861706197
2018-03-31,0.11484333529116153
2018-04-30,0.05267044794406228
2018-05-31,0.02071767769361932
2018-06-30,0.0034149728768189114
2018-07-31,-0.012987985016636894
2018-08-31,-0.03426695670436908
2018-09-30,0.012513345636465223
2018-10-31,-0.01934523024051915
2018-11-30,0.025331686013292387
2018-12-31,-0.008175114217389812
2019-01-31,-0.033026582410929595
2019-02-28,0.0003743072789081925
2019-03-31,-0.007995562183099603
2019-04-30,0.015200602813980613
2019-05-31,-0.013319274331497377
2019-06-30,0.013424524429847429
2019-07-31,0.03482659219250017
2019-08-31,0.062390874029604415
2019-09-30,-0.002837593398413496
2019-10-31,0.04752769227132658
2019-11-30,0.008889589299154732
2019-12-31,-0.007002832951121252
2020-01-31,0.01375967309559778
2020-02-29,0.0034463555426225145
2020-03-31,-0.06912179239248861
2020-04-30,-0.1639061242951898
2020-05-31,-0.07579555669352356
2020-06-30,-0.010225704270805602
2020-07-31,0.14433541471871214
2020-08-31,-0.029866526862296405
2020-09-30,-0.10521930516201117
2020-10-31,-0.11764985105664205
2020-11-30,-0.028455854536963532
2020-12-31,-0.05708766940271515
2021-01-31,-0.1250113233762591
2021-02-28,0.003251535625877766
2021-03-31,0.13325737319793363
2021-04-30,0.38749068995444524
2021-05-31,0.15996791879036465
2021-06-30,-0.0018261098592373681
2021-07-31,-0.0916867495783078
2021-08-31,0.003796699685874927
2021-09-30,0.11929374610651022
2021-10-31,0.15204649242222867
2021-11-30,0.0587776848281889
2021-12-31,0.08544007255406383
2022-01-31,0.14727214969775426
2022-02-28,0.07938624606543732
2022-03-31,0.05935092460722413
2022-04-30,0.037401441090486154
2022-05-31,0.052517519906206234
2022-06-30,0.08995320920691574
2022-07-31,0.03602448330624708
2022-08-31,0.06449640744589713
2022-09-30,0.066658410784042
2022-10-31,-0.005524717403875834
2022-11-30,0.01736067439829192
2022-12-31,0.01800283781673384
2023-01-31,-0.007741160481217313
2023-02-28,0.005771975077201619
2023-03-31,-0.020544674329502022
2023-04-30,-0.019828363437901064
2023-05-31,-0.04613005537477566
2023-06-30,-0.06503002800717306
2023-07-31,-0.032386474695901835
2023-08-31,-0.043199548036896296
2023-09-30,-0.04107613261217369
2023-10-31,-0.015493057137730193
2023-11-30,-0.03986030512839833
2023-12-31,-0.02855986176631886
2024-01-31,0.0108744094716402
2024-02-29,-0.043619321307291736
2024-03-31,0.02409893897725346
